090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
091940065Y-15,15,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089132,1.877307
091940065Y-16,16,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089212,1.877245
091940065Y-17,17,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088873,1.877307
091940065Y-18,18,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089146,1.877246
091940065Y-19,19,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088842,1.877307
091940065Y-20,20,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088852,1.877250
091940065Y-21,21,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088793,1.877306
091940065Y-22,22,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088795,1.877250
091940065Y-23,23,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088706,1.877304
091940065Y-24,24,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088734,1.877247
091940065Y-25,25,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088635,1.877303
091940065Y-26,26,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088648,1.877244
091940065Y-28,28,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088612,1.877242
091940065Y-29,29,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088332,1.877295
091940065Y-30,30,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088418,1.877232
091940065Y-31,31,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088302,1.877293
091940065Y-32,32,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088348,1.877230
091940065Y-33,33,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088211,1.877289
091940065Y-3,3,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089750,1.877325
091940065Y-34,34,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088294,1.877228
091940065Y-36,36,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088260,1.877227
091940065Y-37,37,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088137,1.877286
091940065Y-37B,37BIS,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088110,1.877285
091940065Y-39,39,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088084,1.877284
091940065Y-40,40,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087885,1.877212
091940065Y-41,41,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088041,1.877283
091940065Y-42,42,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087331,1.877194
091940065Y-43,43,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087749,1.877280
091940065Y-44,44,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087251,1.877191
091940065Y-4,4,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089439,1.877173
091940065Y-45,45,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087661,1.877277
091940065Y-46,46,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087202,1.877189
091940065Y-47,47,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087580,1.877273
091940065Y-48,48,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087151,1.877186
091940065Y-49,49,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087470,1.877269
091940065Y-50,50,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087088,1.877184
091940065Y-51,51,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087395,1.877266
091940065Y-55,55,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.087269,1.877261
091940065Y-5,5,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089694,1.877322
091940065Y-660,660,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.088167,1.877288
091940065Y-6,6,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089437,1.877241
091940065Y-7,7,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089495,1.877314
091940065Y-8,8,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089389,1.877242
091940065Y-9,9,Rue Frédéric Soulié,09500,Mirepoix,CAD,43.089442,1.877313
091940068B-3,3,Rue du Fourcat,09500,Mirepoix,C+O,43.084855,1.860573
091940070D-10,10,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088596,1.871370
091940070D-1085,1085,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088315,1.867403
091940070D-11,11,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088519,1.871152
091940070D-12,12,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088598,1.871161
091940070D-13,13,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088519,1.871077
091940070D-13B,13BIS,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088268,1.871018
091940070D-14,14,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088599,1.871010
091940070D-15,15,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088501,1.870921
091940070D-16,16,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088599,1.870969
091940070D-16A,16A,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088599,1.870938
091940070D-16B,16B,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088589,1.870893
091940070D-17,17,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088502,1.870780
091940070D-18,18,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088600,1.870808
091940070D-183,183,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.089315,1.869210
091940070D-183B,183BIS,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.089113,1.869361
091940070D-19,19,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088502,1.870672
091940070D-20,20,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088600,1.870729
091940070D-21,21,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088503,1.870527
091940070D-22,22,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088601,1.870636
091940070D-2,2,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088592,1.871885
091940070D-23,23,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088501,1.869972
091940070D-24,24,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088602,1.870523
091940070D-25,25,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088502,1.869720
091940070D-26,26,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088602,1.870437
091940070D-27,27,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088502,1.869624
091940070D-28,28,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088602,1.870327
091940070D-29,29,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088241,1.869420
091940070D-29B,29BIS,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088413,1.869318
091940070D-30,30,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088603,1.870196
091940070D-31,31,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088505,1.869196
091940070D-32,32,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088604,1.869979
091940070D-33,33,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088505,1.869102
091940070D-3,3,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088493,1.871685
091940070D-34,34,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088605,1.869817
091940070D-35,35,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088505,1.868970
091940070D-36,36,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088607,1.869637
091940070D-36A,36A,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088598,1.869586
091940070D-37,37,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088506,1.868789
091940070D-38,38,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088608,1.869449
091940070D-39,39,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088506,1.868608
091940070D-40,40,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088610,1.869165
091940070D-40B,40BIS,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.089311,1.869362
091940070D-41,41,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088507,1.868266
091940070D-41B,41BIS,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088255,1.868180
091940070D-42,42,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088611,1.868959
091940070D-44,44,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088592,1.868752
091940070D-4,4,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088592,1.871806
091940070D-46,46,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088603,1.868298
091940070D-48,48,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088610,1.868234
091940070D-50,50,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.089002,1.868035
091940070D-5,5,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088494,1.871595
091940070D-6,6,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088593,1.871730
091940070D-7,7,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088498,1.871356
091940070D-8,8,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088594,1.871634
091940070D-9,9,Avenue Gabriel Fauré,09500,Mirepoix,C+O,43.088500,1.871225
091940079N-1,1,Chemin des Gravières,09500,Mirepoix,CAD,43.086576,1.856516
091940080P-10,10,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087991,1.877555
091940080P-11,11,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087942,1.877338
091940080P-1,1,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087938,1.877787
091940080P-12,12,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087991,1.877398
091940080P-13,13,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087773,1.876865
091940080P-13A,13A,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087944,1.877157
091940080P-14,14,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087995,1.877170
091940080P-15,15,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087956,1.876336
091940080P-16,16,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087996,1.877092
091940080P-17,17,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087961,1.875954
091940080P-18,18,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087996,1.877018
091940080P-19,19,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087962,1.875845
091940080P-20,20,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087997,1.876961
091940080P-21,21,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087963,1.875793
091940080P-22,22,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087999,1.876890
091940080P-23,23,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087963,1.875746
091940080P-24,24,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088000,1.876834
091940080P-26,26,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088001,1.876779
091940080P-32,32,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088009,1.876298
091940080P-3,3,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087938,1.877697
091940080P-34,34,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088016,1.875964
091940080P-36,36,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088016,1.875850
091940080P-4,4,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087992,1.877735
091940080P-5,5,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087939,1.877623
091940080P-632,632,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.088003,1.876654
091940080P-6,6,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087993,1.877674
091940080P-7,7,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087940,1.877596
091940080P-8,8,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087991,1.877625
091940080P-9,9,Rue Gouverneur Laprade,09500,Mirepoix,CAD,43.087942,1.877483
091940081R-1,1,Allée Henri Barbusse,09500,Mirepoix,CAD,43.086751,1.871089
091940081R-221,221,Allée Henri Barbusse,09500,Mirepoix,CAD,43.084788,1.875433
091940081R-2,2,Allée Henri Barbusse,09500,Mirepoix,CAD,43.086624,1.871683
091940081R-3,3,Allée Henri Barbusse,09500,Mirepoix,CAD,43.086892,1.870806
091940081R-4,4,Allée Henri Barbusse,09500,Mirepoix,CAD,43.086859,1.871102
091940081R-5,5,Allée Henri Barbusse,09500,Mirepoix,CAD,43.087007,1.870568
091940081R-6,6,Allée Henri Barbusse,09500,Mirepoix,CAD,43.086978,1.870844
091940082S-1,1,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.087246,1.872186
091940082S-2,2,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.087242,1.871907
091940082S-2B,2BIS,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.087165,1.871905
091940082S-4,4,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.087108,1.871904
091940082S-5,5,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.086579,1.872173
091940082S-6,6,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.086810,1.871896
091940082S-8,8,Avenue du Huit Mai 1945,09500,Mirepoix,CAD,43.086941,1.871899
091940085V-10,10,Rue de l'Ile,09500,Mirepoix,CAD,43.089799,1.878121
091940085V-11,11,Rue de l'Ile,09500,Mirepoix,CAD,43.089827,1.878124
091940085V-12,12,Rue de l'Ile,09500,Mirepoix,CAD,43.089916,1.878124
091940085V-2,2,Rue de l'Ile,09500,Mirepoix,CAD,43.089554,1.878078
091940085V-3,3,Rue de l'Ile,09500,Mirepoix,CAD,43.089629,1.878074
091940085V-3B,3BIS,Rue de l'Ile,09500,Mirepoix,CAD,43.089703,1.878070
091940085V-5,5,Rue de l'Ile,09500,Mirepoix,CAD,43.089733,1.878438
091940085V-7,7,Rue de l'Ile,09500,Mirepoix,CAD,43.089754,1.878352
091940085V-818,818,Rue de l'Ile,09500,Mirepoix,CAD,43.089755,1.878221
091940085V-822,822,Rue de l'Ile,09500,Mirepoix,CAD,43.089764,1.878418
091940085V-826,826,Rue de l'Ile,09500,Mirepoix,CAD,43.089721,1.878403
091940085V-830,830,Rue de l'Ile,09500,Mirepoix,CAD,43.089476,1.878081
091940085V-8,8,Rue de l'Ile,09500,Mirepoix,CAD,43.089755,1.878277
091940087X-2,2,Rue des Iris,09500,Mirepoix,CAD,43.085006,1.869918
091940087X-2A,2A,Rue des Iris,09500,Mirepoix,CAD,43.085159,1.869802
091940089Z-2,2,Rue Isabelle Sandy,09500,Mirepoix,CAD,43.085497,1.886153
091940089Z-3,3,Rue Isabelle Sandy,09500,Mirepoix,CAD,43.085826,1.886445
091940089Z-4,4,Rue Isabelle Sandy,09500,Mirepoix,CAD,43.086585,1.885980
091940089Z-5,5,Rue Isabelle Sandy,09500,Mirepoix,CAD,43.086760,1.885050
091940089Z-9,9,Rue Isabelle Sandy,09500,Mirepoix,CAD,43.086415,1.886878
091940090A-10,10,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088591,1.873477
091940090A-11,11,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088601,1.873549
091940090A-2,2,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088913,1.873481
091940090A-396,396,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088775,1.873550
091940090A-398,398,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088851,1.873551
091940090A-399,399,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088892,1.873551
091940090A-4,4,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088826,1.873480
091940090A-6,6,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088743,1.873479
091940090A-7,7,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088817,1.873595
091940090A-8,8,Rue Jacques Fournier,09500,Mirepoix,CAD,43.088651,1.873478
091940091B-12B,12BIS,Rue Jacques Miquel,09500,Mirepoix,CAD,43.089965,1.878249
091940091B-13,13,Rue Jacques Miquel,09500,Mirepoix,CAD,43.089965,1.878290
091940091B-15,15,Rue Jacques Miquel,09500,Mirepoix,CAD,43.089967,1.878567
091940091B-16,16,Rue Jacques Miquel,09500,Mirepoix,CAD,43.090015,1.878542
091940091B-181,181,Rue Jacques Miquel,09500,Mirepoix,CAD,43.089967,1.878734
091940091B-825,825,Rue Jacques Miquel,09500,Mirepoix,CAD,43.089968,1.878908
091940092C-1,1,Avenue Jean Durroux,09500,Mirepoix,CAD,43.087269,1.879650
091940092C-14,14,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086239,1.888467
091940092C-16,16,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086506,1.889128
091940092C-1704,1704,Avenue Jean Durroux,09500,Mirepoix,CAD,43.087357,1.880805
091940092C-1729,1729,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086180,1.888139
091940092C-2,2,Avenue Jean Durroux,09500,Mirepoix,CAD,43.088385,1.879893
091940092C-5,5,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086522,1.886316
091940092C-7,7,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086462,1.886633
091940092C-9,9,Avenue Jean Durroux,09500,Mirepoix,CAD,43.086088,1.888611
091940093D-1,1,Rue Jean Jaurès,09500,Mirepoix,CAD,43.088027,1.870380
091940093D-15,15,Rue Jean Jaurès,09500,Mirepoix,CAD,43.087491,1.869245
091940093D-1689,1689,Rue Jean Jaurès,09500,Mirepoix,CAD,43.086358,1.869996
091940093D-2,2,Rue Jean Jaurès,09500,Mirepoix,CAD,43.087685,1.869835
091940095F-10,10,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087532,1.877819
091940095F-11,11,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087250,1.878085
091940095F-1,1,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087837,1.878096
091940095F-12,12,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087487,1.877817
091940095F-13,13,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086854,1.878070
091940095F-14,14,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087391,1.877813
091940095F-15,15,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086709,1.878245
091940095F-16,16,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087260,1.877529
091940095F-1676,1676,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086119,1.876324
091940095F-17,17,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086643,1.878063
091940095F-18,18,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087250,1.877806
091940095F-19,19,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086555,1.878228
091940095F-20,20,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087210,1.877804
091940095F-21,21,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086458,1.878058
091940095F-22,22,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087135,1.877800
091940095F-2,2,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087840,1.877831
091940095F-23,23,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086402,1.878169
091940095F-24,24,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087059,1.877796
091940095F-25,25,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086339,1.878055
091940095F-25A,25A,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086219,1.878513
091940095F-25B,25B,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086133,1.878050
091940095F-27,27,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086045,1.878049
091940095F-28,28,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086857,1.877785
091940095F-29,29,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.085935,1.878047
091940095F-29B,29BIS,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.085828,1.878723
091940095F-30,30,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.086669,1.877782
091940095F-31,31,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.085208,1.877675
091940095F-33B,33BIS,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.084882,1.876828
091940095F-3,3,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087704,1.878096
091940095F-35,35,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.084931,1.876642
091940095F-4,4,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087761,1.877829
091940095F-5,5,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087603,1.878095
091940095F-6,6,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087696,1.877826
091940095F-8,8,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087631,1.877824
091940095F-9,9,Cours du Jeu de Mail,09500,Mirepoix,C+O,43.087302,1.878087
091940097H-1719,1719,Chemin de Larché,09500,Mirepoix,CAD,43.100309,1.889565
091940102N-1705,1705,Route de Limoux,09500,Mirepoix,CAD,43.086130,1.889305
091940102N-1743,1743,Route de Limoux,09500,Mirepoix,CAD,43.086377,1.887159
091940102N-6,6,Route de Limoux,09500,Mirepoix,CAD,43.086923,1.884730
091940105S-10,10,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088600,1.875557
091940105S-11,11,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088630,1.875733
091940105S-1,1,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088952,1.875716
091940105S-12,12,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088412,1.875561
091940105S-13,13,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088461,1.875729
091940105S-15,15,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088370,1.875721
091940105S-16,16,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087888,1.875563
091940105S-17,17,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088293,1.875720
091940105S-18,18,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087783,1.875564
091940105S-19,19,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088238,1.875719
091940105S-1B,1BIS,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088985,1.875714
091940105S-20,20,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087710,1.875565
091940105S-21,21,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088179,1.875718
091940105S-22,22,Cours Louis Pons-Tande,09500,Mirepoix,OSM,43.087539,1.875492
091940105S-23,23,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088096,1.875717
091940105S-27,27,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087868,1.875714
091940105S-29,29,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087810,1.875713
091940105S-31,31,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087764,1.875713
091940105S-31B,31BIS,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.087687,1.875712
091940105S-3,3,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088904,1.875718
091940105S-4,4,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088877,1.875552
091940105S-5,5,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088844,1.875722
091940105S-6,6,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088787,1.875553
091940105S-7,7,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088810,1.875724
091940105S-8,8,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088700,1.875555
091940105S-8B,8BIS,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088653,1.875556
091940105S-9,9,Cours Louis Pons-Tande,09500,Mirepoix,C+O,43.088733,1.875728
091940108V-1176A,1176A,Route de Manses,09500,Mirepoix,CAD,43.093410,1.842900
091940110X-10,10,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088025,1.875240
091940110X-11,11,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087971,1.875360
091940110X-13,13,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087971,1.875192
091940110X-14,14,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088024,1.875032
091940110X-17,17,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087976,1.873929
091940110X-17B,17BIS,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087977,1.873847
091940110X-18,18,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088024,1.874719
091940110X-19,19,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087992,1.873785
091940110X-19B,19BIS,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087992,1.873814
091940110X-20,20,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088025,1.874652
091940110X-21,21,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087980,1.873686
091940110X-22,22,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088025,1.874583
091940110X-23,23,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087981,1.873616
091940110X-28,28,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088033,1.873728
091940110X-29,29,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087980,1.873363
091940110X-30,30,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088034,1.873320
091940110X-31,31,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087980,1.873304
091940110X-32,32,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088034,1.873249
091940110X-33,33,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087981,1.873245
091940110X-34,34,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088034,1.873189
091940110X-35,35,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087981,1.873166
091940110X-36,36,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088034,1.873138
091940110X-37,37,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087982,1.873044
091940110X-39,39,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087983,1.872937
091940110X-40,40,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088037,1.872812
091940110X-41,41,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087984,1.872746
091940110X-42,42,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088037,1.872721
091940110X-43,43,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087986,1.872546
091940110X-44,44,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088037,1.872658
091940110X-45,45,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.087987,1.872266
091940110X-46,46,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088038,1.872550
091940110X-48,48,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088040,1.872297
091940110X-50,50,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088040,1.872223
091940110X-509,509,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088024,1.875105
091940110X-553,553,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088038,1.872621
091940110X-8,8,Rue de Maréchal Clauzel,09500,Mirepoix,C+O,43.088026,1.875421
091940115C-10,10,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089273,1.871932
091940115C-11,11,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088227,1.872198
