090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
091210030C-6,6,Rue Roger Deumié,09000,Ferrières-sur-Ariège,CAD,42.947303,1.619119
09121A002S-1,1,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939729,1.614056
09121A002S-2,2,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939604,1.613836
09121A002S-3,3,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939735,1.613265
09121A002S-4,4,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939496,1.613421
09121A002S-5,5,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939494,1.612964
09121A002S-6,6,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939480,1.613362
09121A002S-7,7,Résidence du Verger,09000,Ferrières-sur-Ariège,CAD,42.939567,1.613187
09121A003T-10,10,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939274,1.617629
09121A003T-11,11,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939576,1.616889
09121A003T-12,12,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939274,1.617316
09121A003T-14,14,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939542,1.616949
09121A003T-2,2,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939604,1.618871
09121A003T-4,4,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939615,1.618512
09121A003T-5,5,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939677,1.618220
09121A003T-6,6,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939625,1.618196
09121A003T-7,7,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939688,1.617874
09121A003T-8,8,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939634,1.617816
09121A003T-9,9,Résidence Jean Moulin,09000,Ferrières-sur-Ariège,CAD,42.939579,1.617231
09121A004U-10,10,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945694,1.619311
09121A004U-11,11,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945691,1.618938
09121A004U-1,1,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945428,1.617775
09121A004U-12,12,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945779,1.619683
09121A004U-13,13,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945744,1.619170
09121A004U-14,14,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945850,1.620020
09121A004U-15,15,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945796,1.619409
09121A004U-16,16,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945563,1.620123
09121A004U-17,17,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945850,1.619643
09121A004U-18,18,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945482,1.619764
09121A004U-19,19,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945904,1.619878
09121A004U-20,20,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945402,1.619408
09121A004U-21,21,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945956,1.620114
09121A004U-22,22,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945329,1.619076
09121A004U-2,2,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945311,1.617827
09121A004U-23,23,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945994,1.620289
09121A004U-24,24,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945253,1.618739
09121A004U-25,25,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945531,1.620353
09121A004U-26,26,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945171,1.618374
09121A004U-27,27,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945462,1.620045
09121A004U-29,29,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945412,1.619823
09121A004U-31,31,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945359,1.619589
09121A004U-33,33,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945306,1.619350
09121A004U-3,3,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945480,1.618001
09121A004U-35,35,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945252,1.619111
09121A004U-37,37,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945201,1.618880
09121A004U-39,39,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945149,1.618645
09121A004U-41,41,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945096,1.618407
09121A004U-43,43,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945046,1.618179
09121A004U-4,4,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945446,1.618211
09121A004U-5,5,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945532,1.618232
09121A004U-6,6,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945523,1.618552
09121A004U-7,7,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945585,1.618471
09121A004U-8,8,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945609,1.618933
09121A004U-9,9,Résidence de Lestang,09000,Ferrières-sur-Ariège,CAD,42.945637,1.618702
09121A005V-1,1,Résidence Les Aulnes,09000,Ferrières-sur-Ariège,CAD,42.941894,1.617221
09121A005V-2,2,Résidence Les Aulnes,09000,Ferrières-sur-Ariège,CAD,42.941731,1.617160
09121A005V-3,3,Résidence Les Aulnes,09000,Ferrières-sur-Ariège,CAD,42.941668,1.616878
09121A006W-1,1,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941825,1.616368
09121A006W-2,2,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941717,1.616310
09121A006W-3,3,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941601,1.616248
09121A006W-4,4,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941348,1.616351
09121A006W-5,5,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941299,1.616274
09121A006W-6,6,Cite Marcel Paul,09000,Ferrières-sur-Ariège,CAD,42.941688,1.616212
09121A007X-11,11,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943539,1.619956
09121A007X-1,1,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943429,1.618875
09121A007X-13,13,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943518,1.620120
09121A007X-3,3,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943446,1.618958
09121A007X-5,5,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943429,1.619062
09121A007X-7,7,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943477,1.619443
09121A007X-9,9,Résidence Les Moraines,09000,Ferrières-sur-Ariège,CAD,42.943514,1.619734
09121A008Y-10,10,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.941812,1.619473
09121A008Y-1,1,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.941816,1.619634
09121A008Y-2,2,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.941700,1.620219
09121A008Y-3,3,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942092,1.620270
09121A008Y-4,4,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942150,1.619817
09121A008Y-5,5,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942166,1.619716
09121A008Y-6,6,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942144,1.619638
09121A008Y-7,7,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942144,1.619545
09121A008Y-8,8,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.942121,1.619531
09121A008Y-9,9,La Peupleraie,09000,Ferrières-sur-Ariège,CAD,42.941827,1.619498
09121A009Z-1,1,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947282,1.616594
09121A009Z-2,2,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947215,1.616629
09121A009Z-3,3,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947235,1.616294
09121A009Z-4,4,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947161,1.616295
09121A009Z-5,5,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947236,1.615850
09121A009Z-6,6,Résidence Jean Cressot,09000,Ferrières-sur-Ariège,CAD,42.947130,1.616112
09121A010A-1,1,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.946126,1.617043
09121A010A-2,2,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.946025,1.616765
09121A010A-3,3,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.946090,1.616812
09121A010A-4,4,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.945991,1.616548
09121A010A-5,5,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.946056,1.616602
09121A010A-6,6,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.945931,1.616335
09121A010A-7,7,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.946020,1.616377
09121A010A-9,9,Résidence La Barriére,09000,Ferrières-sur-Ariège,CAD,42.945989,1.616291
09121A020L-1,1,Résidence des Écoles,09000,Ferrières-sur-Ariège,CAD,42.944001,1.618938
09121A020L-3,3,Résidence des Écoles,09000,Ferrières-sur-Ariège,CAD,42.944013,1.618994
09121A020L-5,5,Résidence des Écoles,09000,Ferrières-sur-Ariège,CAD,42.944093,1.619374
09121A030X-10,10,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939008,1.618035
09121A030X-11,11,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939001,1.616794
09121A030X-1,1,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939300,1.618841
09121A030X-12,12,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938827,1.617722
09121A030X-13,13,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938974,1.616790
09121A030X-14,14,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938631,1.617910
09121A030X-16,16,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938255,1.617447
09121A030X-18,18,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938163,1.616959
09121A030X-20,20,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938369,1.616893
09121A030X-21,21,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938949,1.616981
09121A030X-2,2,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939301,1.618716
09121A030X-23,23,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938645,1.616991
09121A030X-25,25,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938651,1.617213
09121A030X-27,27,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938935,1.617334
09121A030X-29,29,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938879,1.617690
09121A030X-31,31,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.938664,1.617700
09121A030X-3,3,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939301,1.618561
09121A030X-4,4,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939320,1.618416
09121A030X-5,5,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939321,1.618255
09121A030X-6,6,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939302,1.618113
09121A030X-7,7,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939323,1.617956
09121A030X-8,8,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939304,1.617801
09121A030X-9,9,Résidence Les Myrtilles,09000,Ferrières-sur-Ariège,CAD,42.939028,1.617644
09121A031Y-1,1,Résidence Rives Faites,09000,Ferrières-sur-Ariège,CAD,42.937528,1.616144
09121A031Y-2,2,Résidence Rives Faites,09000,Ferrières-sur-Ariège,CAD,42.937675,1.616764
09121A031Y-3,3,Résidence Rives Faites,09000,Ferrières-sur-Ariège,CAD,42.937836,1.616046
09121A040H-10,10,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947671,1.618397
09121A040H-11,11,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947630,1.618198
09121A040H-1,1,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947593,1.617665
09121A040H-12,12,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947597,1.618017
09121A040H-13,13,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947555,1.617724
09121A040H-14,14,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947333,1.617616
09121A040H-2,2,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947638,1.617981
09121A040H-3,3,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947673,1.618178
09121A040H-4,4,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947725,1.618440
09121A040H-5,5,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947783,1.618729
09121A040H-60,60,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947999,1.618958
09121A040H-7,7,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947761,1.618928
09121A040H-8,8,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947737,1.618875
09121A040H-9,9,Résidence des Vignes,09000,Ferrières-sur-Ariège,CAD,42.947720,1.618641
091220007Y-16,16,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.978154,1.607600
091220007Y-20,20,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.977871,1.608629
091220007Y-29,29,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.978227,1.609215
091220007Y-33,33,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.978545,1.609217
091220007Y-3,3,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.977024,1.608285
091220007Y-5,5,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.977048,1.608088
091220007Y-7,7,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.977543,1.607969
091220007Y-9,9,Rue Aimé Molinie Ch Pont Echo,09000,Foix,CAD,42.977865,1.607621
091220010B-2,2,Rue d'Albi,09000,Foix,CAD,42.964790,1.607836
091220010B-3,3,Rue d'Albi,09000,Foix,CAD,42.964814,1.607902
091220020M-10,10,Rue d'Albret,09000,Foix,CAD,42.964855,1.607258
091220020M-11,11,Rue d'Albret,09000,Foix,CAD,42.964888,1.607217
091220020M-1,1,Rue d'Albret,09000,Foix,CAD,42.964911,1.607609
091220020M-12,12,Rue d'Albret,09000,Foix,CAD,42.964824,1.606909
091220020M-14,14,Rue d'Albret,09000,Foix,CAD,42.964810,1.606858
091220020M-16,16,Rue d'Albret,09000,Foix,CAD,42.964793,1.606797
091220020M-17,17,Rue d'Albret,09000,Foix,CAD,42.964854,1.606882
091220020M-18,18,Rue d'Albret,09000,Foix,CAD,42.964769,1.606709
091220020M-19,19,Rue d'Albret,09000,Foix,CAD,42.964833,1.606811
091220020M-20,20,Rue d'Albret,09000,Foix,CAD,42.964731,1.606597
091220020M-22,22,Rue d'Albret,09000,Foix,CAD,42.964707,1.606534
091220020M-2,2,Rue d'Albret,09000,Foix,CAD,42.964869,1.607505
091220020M-23,23,Rue d'Albret,09000,Foix,CAD,42.964812,1.606719
091220020M-24,24,Rue d'Albret,09000,Foix,CAD,42.964661,1.606415
091220020M-25,25,Rue d'Albret,09000,Foix,CAD,42.964796,1.606662
091220020M-29,29,Rue d'Albret,09000,Foix,CAD,42.964674,1.606342
091220020M-31,31,Rue d'Albret,09000,Foix,CAD,42.964658,1.606301
091220020M-3,3,Rue d'Albret,09000,Foix,CAD,42.964911,1.607545
091220020M-5,5,Rue d'Albret,09000,Foix,CAD,42.964907,1.607482
091220020M-8,8,Rue d'Albret,09000,Foix,CAD,42.964858,1.607319
091220021N-10,10,Rue Albert Camus,09000,Foix,CAD,42.995424,1.615880
091220021N-11,11,Rue Albert Camus,09000,Foix,CAD,42.995110,1.615928
091220021N-1,1,Rue Albert Camus,09000,Foix,CAD,42.994972,1.615804
091220021N-12,12,Rue Albert Camus,09000,Foix,CAD,42.995435,1.615840
091220021N-13,13,Rue Albert Camus,09000,Foix,CAD,42.995274,1.616029
091220021N-14,14,Rue Albert Camus,09000,Foix,CAD,42.995458,1.615859
091220021N-14B,14BIS,Rue Albert Camus,09000,Foix,CAD,42.995528,1.615922
091220021N-15,15,Rue Albert Camus,09000,Foix,CAD,42.995494,1.616395
091220021N-16,16,Rue Albert Camus,09000,Foix,CAD,42.995585,1.616006
091220021N-18,18,Rue Albert Camus,09000,Foix,CAD,42.995619,1.616054
091220021N-20,20,Rue Albert Camus,09000,Foix,CAD,42.995615,1.616105
091220021N-22,22,Rue Albert Camus,09000,Foix,CAD,42.995592,1.616118
091220021N-2,2,Rue Albert Camus,09000,Foix,CAD,42.995102,1.615577
091220021N-24,24,Rue Albert Camus,09000,Foix,CAD,42.995565,1.616160
091220021N-26,26,Rue Albert Camus,09000,Foix,CAD,42.995296,1.615995
091220021N-28,28,Rue Albert Camus,09000,Foix,CAD,42.995351,1.616068
091220021N-30,30,Rue Albert Camus,09000,Foix,CAD,42.995395,1.616118
091220021N-32,32,Rue Albert Camus,09000,Foix,CAD,42.995481,1.616208
091220021N-3,3,Rue Albert Camus,09000,Foix,CAD,42.994997,1.615748
091220021N-34,34,Rue Albert Camus,09000,Foix,CAD,42.995510,1.616324
091220021N-36,36,Rue Albert Camus,09000,Foix,CAD,42.995560,1.616426
091220021N-4,4,Rue Albert Camus,09000,Foix,CAD,42.995155,1.615734
091220021N-5,5,Rue Albert Camus,09000,Foix,CAD,42.995033,1.615758
091220021N-6,6,Rue Albert Camus,09000,Foix,CAD,42.995228,1.615879
091220021N-7,7,Rue Albert Camus,09000,Foix,CAD,42.995064,1.615800
091220021N-7B,7BIS,Rue Albert Camus,09000,Foix,CAD,42.995034,1.615925
091220021N-8,8,Rue Albert Camus,09000,Foix,CAD,42.995359,1.615838
091220021N-9,9,Rue Albert Camus,09000,Foix,CAD,42.995077,1.615979
091220042L-10,10,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962559,1.606825
091220042L-10B,10B,Boulevard Alsace Lorraine,09000,Foix,OSM,42.962616,1.607178
091220042L-11,11,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962074,1.606764
091220042L-12,12,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962049,1.606892
091220042L-13,13,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961838,1.606801
091220042L-14,14,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961754,1.606939
091220042L-15,15,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961536,1.606853
091220042L-15B,15BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961585,1.606844
091220042L-16,16,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961495,1.607244
091220042L-17,17,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961362,1.606893
091220042L-18,18,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961301,1.607021
091220042L-19,19,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961261,1.606903
091220042L-20,20,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961240,1.607034
091220042L-21,21,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961005,1.606965
091220042L-22,22,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.961038,1.607081
091220042L-2,2,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.963200,1.607023
091220042L-23,23,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960849,1.607005
091220042L-25,25,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960769,1.607026
091220042L-26,26,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960863,1.607126
091220042L-27,27,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960676,1.607051
091220042L-28,28,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960610,1.607192
091220042L-29,29,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960525,1.607091
091220042L-30,30,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960476,1.607227
091220042L-30B,30BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960412,1.607244
091220042L-31,31,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960443,1.607112
091220042L-32,32,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960165,1.607309
091220042L-33,33,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960371,1.607131
091220042L-3,3,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962560,1.606728
091220042L-34,34,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960023,1.607346
091220042L-34B,34BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959835,1.607397
091220042L-34T,34TER,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959978,1.607357
091220042L-35,35,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960295,1.607150
091220042L-36,36,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959674,1.607439
091220042L-37,37,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960228,1.607168
091220042L-38,38,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959506,1.607483
091220042L-39,39,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960162,1.607185
091220042L-3B,3BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962537,1.606729
091220042L-40,40,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959369,1.607519
091220042L-41,41,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960096,1.607202
091220042L-42,42,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959319,1.607523
091220042L-43,43,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.960053,1.607214
091220042L-43B,43BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959960,1.607239
091220042L-44,44,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959233,1.607554
091220042L-4,4,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.963027,1.606941
091220042L-45,45,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959812,1.607277
091220042L-46,46,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959151,1.607576
091220042L-47,47,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959614,1.607332
091220042L-48,48,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959067,1.607593
091220042L-49,49,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959415,1.607382
091220042L-49B,49BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959351,1.607398
091220042L-50,50,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958965,1.607627
091220042L-51,51,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.959230,1.607430
091220042L-52,52,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958745,1.607707
091220042L-53,53,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958957,1.607503
091220042L-54,54,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958655,1.607773
091220042L-55,55,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958838,1.607535
091220042L-55B,55BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958698,1.607600
091220042L-5,5,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962461,1.606729
091220042L-56,56,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958367,1.608066
091220042L-57,57,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958639,1.607645
091220042L-59,59,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958563,1.607699
091220042L-59B,59BIS,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958516,1.607746
091220042L-61,61,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958413,1.607803
091220042L-63,63,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958271,1.607902
091220042L-65,65,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.958110,1.608014
091220042L-6,6,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962863,1.606875
091220042L-7,7,Boulevard Alsace-Lorraine,09000,Foix,C+O,42.962310,1.606732
